unique_id;instrument;midi_pitch;dynamics;filename;sndb_filename
358;TRP;083;P;358_TRP_083_P.wav;05Tru1F083p_np___0.wav
359;TRP;083;M;359_TRP_083_M.wav;05Tru1F083m_np___0.wav
360;TRP;083;F;360_TRP_083_F.wav;05Tru1F083f_np___0.wav
361;VLC;060;P;361_VLC_060_P.wav;03Cel1F060p_np___0.wav
362;VLC;060;M;362_VLC_060_M.wav;03Cel1F060m_np___0.wav
363;VLC;060;F;363_VLC_060_F.wav;03Cel1F060f_np___0.wav
364;VLC;061;P;364_VLC_061_P.wav;03Cel1F061p_np___0.wav
365;VLC;061;M;365_VLC_061_M.wav;03Cel1F061m_np___0.wav
366;VLC;061;F;366_VLC_061_F.wav;03Cel1F061f_np___0.wav
367;VLC;062;P;367_VLC_062_P.wav;03Cel1F062p_np___0.wav
368;VLC;062;M;368_VLC_062_M.wav;03Cel1F062m_np___0.wav
369;VLC;062;F;369_VLC_062_F.wav;03Cel1F062f_np___0.wav
370;VLC;063;P;370_VLC_063_P.wav;03Cel1F063p_np___0.wav
371;VLC;063;M;371_VLC_063_M.wav;03Cel1F063m_np___0.wav
372;VLC;063;F;372_VLC_063_F.wav;03Cel1F063f_np___0.wav
373;VLC;064;P;373_VLC_064_P.wav;03Cel1F064p_np___0.wav
374;VLC;064;M;374_VLC_064_M.wav;03Cel1F064m_np___0.wav
375;VLC;064;F;375_VLC_064_F.wav;03Cel1F064f_np___0.wav
376;VLC;065;P;376_VLC_065_P.wav;03Cel1F065p_np___0.wav
377;VLC;065;M;377_VLC_065_M.wav;03Cel1F065m_np___0.wav
378;VLC;065;F;378_VLC_065_F.wav;03Cel1F065f_np___0.wav
379;VLC;066;P;379_VLC_066_P.wav;03Cel1F066p_np___0.wav
380;VLC;066;M;380_VLC_066_M.wav;03Cel1F066m_np___0.wav
381;VLC;066;F;381_VLC_066_F.wav;03Cel1F066f_np___0.wav
382;VLC;067;P;382_VLC_067_P.wav;03Cel1F067p_np___0.wav
383;VLC;067;M;383_VLC_067_M.wav;03Cel1F067m_np___0.wav
384;VLC;067;F;384_VLC_067_F.wav;03Cel1F067f_np___0.wav
385;VLC;068;P;385_VLC_068_P.wav;03Cel1F068p_np___0.wav
386;VLC;068;M;386_VLC_068_M.wav;03Cel1F068m_np___0.wav
387;VLC;068;F;387_VLC_068_F.wav;03Cel1F068f_np___0.wav
388;VLC;069;P;388_VLC_069_P.wav;03Cel1F069p_np___0.wav
389;VLC;069;M;389_VLC_069_M.wav;03Cel1F069m_np___0.wav
390;VLC;069;F;390_VLC_069_F.wav;03Cel1F069f_np___0.wav
391;VLC;070;P;391_VLC_070_P.wav;03Cel1F070p_np___0.wav
392;VLC;070;M;392_VLC_070_M.wav;03Cel1F070m_np___0.wav
393;VLC;070;F;393_VLC_070_F.wav;03Cel1F070f_np___0.wav
394;VLC;071;P;394_VLC_071_P.wav;03Cel1F071p_np___0.wav
395;VLC;071;M;395_VLC_071_M.wav;03Cel1F071m_np___0.wav
396;VLC;071;F;396_VLC_071_F.wav;03Cel1F071f_np___0.wav
397;VLC;072;P;397_VLC_072_P.wav;03Cel1F072p_np___0.wav
398;VLC;072;M;398_VLC_072_M.wav;03Cel1F072m_np___0.wav
399;VLC;072;F;399_VLC_072_F.wav;03Cel1F072f_np___0.wav
400;VLC;073;P;400_VLC_073_P.wav;03Cel1F073p_np___0.wav
401;VLC;073;M;401_VLC_073_M.wav;03Cel1F073m_np___0.wav
402;VLC;073;F;402_VLC_073_F.wav;03Cel1F073f_np___0.wav
403;VLC;074;P;403_VLC_074_P.wav;03Cel1F074p_np___0.wav
404;VLC;074;M;404_VLC_074_M.wav;03Cel1F074m_np___0.wav
405;VLC;074;F;405_VLC_074_F.wav;03Cel1F074f_np___0.wav
406;VLC;075;P;406_VLC_075_P.wav;03Cel1F075p_np___0.wav
407;VLC;075;M;407_VLC_075_M.wav;03Cel1F075m_np___0.wav
408;VLC;075;F;408_VLC_075_F.wav;03Cel1F075f_np___0.wav
409;VLC;076;P;409_VLC_076_P.wav;03Cel1F076p_np___0.wav
410;VLC;076;M;410_VLC_076_M.wav;03Cel1F076m_np___0.wav
411;VLC;076;F;411_VLC_076_F.wav;03Cel1F076f_np___0.wav
412;VLC;077;P;412_VLC_077_P.wav;03Cel1F077p_np___0.wav
413;VLC;077;M;413_VLC_077_M.wav;03Cel1F077m_np___0.wav
414;VLC;077;F;414_VLC_077_F.wav;03Cel1F077f_np___0.wav
415;VLC;078;P;415_VLC_078_P.wav;03Cel1F078p_np___0.wav
416;VLC;078;M;416_VLC_078_M.wav;03Cel1F078m_np___0.wav
417;VLC;078;F;417_VLC_078_F.wav;03Cel1F078f_np___0.wav
418;VLC;079;P;418_VLC_079_P.wav;03Cel1F079p_np___0.wav
419;VLC;079;M;419_VLC_079_M.wav;03Cel1F079m_np___0.wav
420;VLC;079;F;420_VLC_079_F.wav;03Cel1F079f_np___0.wav
421;VLC;080;P;421_VLC_080_P.wav;03Cel1F080p_np___0.wav
422;VLC;080;M;422_VLC_080_M.wav;03Cel1F080m_np___0.wav
423;VLC;080;F;423_VLC_080_F.wav;03Cel1F080f_np___0.wav
424;VLC;081;P;424_VLC_081_P.wav;03Cel1F081p_np___0.wav
425;VLC;081;M;425_VLC_081_M.wav;03Cel1F081m_np___0.wav
426;VLC;081;F;426_VLC_081_F.wav;03Cel1F081f_np___0.wav
427;VLC;082;P;427_VLC_082_P.wav;03Cel1F082p_np___0.wav
428;VLC;082;M;428_VLC_082_M.wav;03Cel1F082m_np___0.wav
429;VLC;082;F;429_VLC_082_F.wav;03Cel1F082f_np___0.wav
430;VLC;083;P;430_VLC_083_P.wav;03Cel1F083p_np___0.wav
431;VLC;083;M;431_VLC_083_M.wav;03Cel1F083m_np___0.wav
432;VLC;083;F;432_VLC_083_F.wav;03Cel1F083f_np___0.wav
433;VLN;060;P;433_VLN_060_P.wav;02Vio1F060p_np___0.wav
434;VLN;060;M;434_VLN_060_M.wav;02Vio1F060m_np___0.wav
435;VLN;060;F;435_VLN_060_F.wav;02Vio1F060f_np___0.wav
436;VLN;061;P;436_VLN_061_P.wav;02Vio1F061p_np___0.wav
437;VLN;061;M;437_VLN_061_M.wav;02Vio1F061m_np___0.wav
438;VLN;061;F;438_VLN_061_F.wav;02Vio1F061f_np___0.wav
439;VLN;062;P;439_VLN_062_P.wav;02Vio1F062p_np___0.wav
440;VLN;062;M;440_VLN_062_M.wav;02Vio1F062m_np___0.wav
441;VLN;062;F;441_VLN_062_F.wav;02Vio1F062f_np___0.wav
442;VLN;063;P;442_VLN_063_P.wav;02Vio1F063p_np___0.wav
443;VLN;063;M;443_VLN_063_M.wav;02Vio1F063m_np___0.wav
444;VLN;063;F;444_VLN_063_F.wav;02Vio1F063f_np___0.wav
445;VLN;064;P;445_VLN_064_P.wav;02Vio1F064p_np___0.wav
446;VLN;064;M;446_VLN_064_M.wav;02Vio1F064m_np___0.wav
447;VLN;064;F;447_VLN_064_F.wav;02Vio1F064f_np___0.wav
448;VLN;065;P;448_VLN_065_P.wav;02Vio1F065p_np___0.wav
449;VLN;065;M;449_VLN_065_M.wav;02Vio1F065m_np___0.wav
450;VLN;065;F;450_VLN_065_F.wav;02Vio1F065f_np___0.wav
451;VLN;066;P;451_VLN_066_P.wav;02Vio1F066p_np___0.wav
452;VLN;066;M;452_VLN_066_M.wav;02Vio1F066m_np___0.wav
453;VLN;066;F;453_VLN_066_F.wav;02Vio1F066f_np___0.wav
454;VLN;067;P;454_VLN_067_P.wav;02Vio1F067p_np___0.wav
455;VLN;067;M;455_VLN_067_M.wav;02Vio1F067m_np___0.wav
456;VLN;067;F;456_VLN_067_F.wav;02Vio1F067f_np___0.wav
457;VLN;068;P;457_VLN_068_P.wav;02Vio1F068p_np___0.wav
458;VLN;068;M;458_VLN_068_M.wav;02Vio1F068m_np___0.wav
459;VLN;068;F;459_VLN_068_F.wav;02Vio1F068f_np___0.wav
460;VLN;069;P;460_VLN_069_P.wav;02Vio1F069p_np___0.wav
461;VLN;069;M;461_VLN_069_M.wav;02Vio1F069m_np___0.wav
462;VLN;069;F;462_VLN_069_F.wav;02Vio1F069f_np___0.wav
463;VLN;070;P;463_VLN_070_P.wav;02Vio1F070p_np___0.wav
464;VLN;070;M;464_VLN_070_M.wav;02Vio1F070m_np___0.wav
465;VLN;070;F;465_VLN_070_F.wav;02Vio1F070f_np___0.wav
466;VLN;071;P;466_VLN_071_P.wav;02Vio1F071p_np___0.wav
467;VLN;071;M;467_VLN_071_M.wav;02Vio1F071m_np___0.wav
468;VLN;071;F;468_VLN_071_F.wav;02Vio1F071f_np___0.wav
469;VLN;072;P;469_VLN_072_P.wav;02Vio1F072p_np___0.wav
470;VLN;072;M;470_VLN_072_M.wav;02Vio1F072m_np___0.wav
471;VLN;072;F;471_VLN_072_F.wav;02Vio1F072f_np___0.wav
472;VLN;073;P;472_VLN_073_P.wav;02Vio1F073p_np___0.wav
473;VLN;073;M;473_VLN_073_M.wav;02Vio1F073m_np___0.wav
474;VLN;073;F;474_VLN_073_F.wav;02Vio1F073f_np___0.wav
475;VLN;074;P;475_VLN_074_P.wav;02Vio1F074p_np___0.wav
476;VLN;074;M;476_VLN_074_M.wav;02Vio1F074m_np___0.wav
477;VLN;074;F;477_VLN_074_F.wav;02Vio1F074f_np___0.wav
478;VLN;075;P;478_VLN_075_P.wav;02Vio1F075p_np___0.wav
479;VLN;075;M;479_VLN_075_M.wav;02Vio1F075m_np___0.wav
480;VLN;075;F;480_VLN_075_F.wav;02Vio1F075f_np___0.wav
481;VLN;076;P;481_VLN_076_P.wav;02Vio1F076p_np___0.wav
482;VLN;076;M;482_VLN_076_M.wav;02Vio1F076m_np___0.wav
483;VLN;076;F;483_VLN_076_F.wav;02Vio1F076f_np___0.wav
484;VLN;077;P;484_VLN_077_P.wav;02Vio1F077p_np___0.wav
485;VLN;077;M;485_VLN_077_M.wav;02Vio1F077m_np___0.wav
486;VLN;077;F;486_VLN_077_F.wav;02Vio1F077f_np___0.wav
487;VLN;078;P;487_VLN_078_P.wav;02Vio1F078p_np___0.wav
488;VLN;078;M;488_VLN_078_M.wav;02Vio1F078m_np___0.wav
489;VLN;078;F;489_VLN_078_F.wav;02Vio1F078f_np___0.wav
490;VLN;079;P;490_VLN_079_P.wav;02Vio1F079p_np___0.wav
491;VLN;079;M;491_VLN_079_M.wav;02Vio1F079m_np___0.wav
492;VLN;079;F;492_VLN_079_F.wav;02Vio1F079f_np___0.wav
493;VLN;080;P;493_VLN_080_P.wav;02Vio1F080p_np___0.wav
494;VLN;080;M;494_VLN_080_M.wav;02Vio1F080m_np___0.wav
495;VLN;080;F;495_VLN_080_F.wav;02Vio1F080f_np___0.wav
496;VLN;081;P;496_VLN_081_P.wav;02Vio1F081p_np___0.wav
497;VLN;081;M;497_VLN_081_M.wav;02Vio1F081m_np___0.wav
498;VLN;081;F;498_VLN_081_F.wav;02Vio1F081f_np___0.wav
499;VLN;082;P;499_VLN_082_P.wav;02Vio1F082p_np___0.wav
500;VLN;082;M;500_VLN_082_M.wav;02Vio1F082m_np___0.wav
501;VLN;082;F;501_VLN_082_F.wav;02Vio1F082f_np___0.wav
502;VLN;083;P;502_VLN_083_P.wav;02Vio1F083p_np___0.wav
503;VLN;083;M;503_VLN_083_M.wav;02Vio1F083m_np___0.wav
504;VLN;083;F;504_VLN_083_F.wav;02Vio1F083f_np___0.wav
